5.00000,13.84000,6.83000,11.51000,5.56000,90.00000,5.06000,6.55000,6.06000,6.08000,5.91000,7.78000,3.05000,4.34000,3.86000,3.36000,3.58000,4.69000,15869.00000
5.00000,12.66000,11.30000,10.66000,9.84000,90.00000,5.01000,6.12000,6.25000,6.50000,6.47000,7.72000,3.29000,3.40000,3.63000,3.97000,4.02000,4.35000,1.11940
5.00000,12.66000,11.30000,10.66000,9.84000,90.00000,5.01000,6.12000,6.25000,6.50000,6.47000,7.72000,3.29000,3.40000,3.63000,3.97000,4.02000,4.35000,1.11940
5.00000,12.66000,11.30000,10.66000,9.84000,90.00000,5.01000,5.88000,6.25000,6.50000,6.47000,7.72000,3.29000,3.40000,3.63000,3.97000,4.02000,4.35000,1.00050
5.00000,11.49000,11.30000,10.66000,9.84000,90.00000,5.01000,6.04000,6.25000,6.50000,6.47000,7.72000,3.29000,3.40000,3.63000,3.97000,4.02000,4.35000,1.05710
5.00000,13.80000,11.30000,10.66000,9.84000,90.00000,5.01000,6.06000,6.25000,6.50000,6.47000,7.72000,3.29000,3.40000,3.63000,3.97000,4.02000,4.35000,1.05640
5.00000,14.18000,11.30000,10.66000,9.84000,90.00000,5.01000,6.12000,6.25000,6.50000,6.47000,7.72000,3.29000,3.60000,3.63000,3.97000,4.02000,4.35000,0.95866
5.00000,14.18000,11.30000,10.66000,9.84000,90.00000,5.01000,6.12000,6.25000,6.50000,7.63000,7.72000,3.29000,3.60000,3.63000,3.97000,4.02000,4.35000,0.95866
5.00000,14.18000,11.30000,10.66000,9.84000,90.00000,5.01000,6.12000,6.25000,6.50000,6.80000,7.72000,3.29000,3.52000,3.63000,3.97000,3.49000,4.35000,0.92396
5.00000,14.18000,11.30000,10.66000,9.84000,90.00000,5.01000,6.12000,6.25000,6.50000,6.80000,7.72000,3.29000,3.52000,3.65000,3.97000,3.49000,4.35000,0.91725
5.00000,11.77000,11.30000,10.66000,9.84000,90.00000,5.01000,6.12000,6.25000,6.50000,6.80000,7.72000,3.29000,3.52000,3.63000,3.97000,3.49000,4.35000,0.90623
